10;MODELO;PESPONTO;PESP.;COLADEIRA;COLADEIRA;;;;;;;;;;;;;;COSTURA;TRISSE;;;
;1750B479;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0,2358;;;
;1750B480;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1750B481;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1750B482;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1750B621;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1750B622;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1760B517;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1760B517-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1760B518;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1760B518-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1760B518-F;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1760B519;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1760B519-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1760B520;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1760B520-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1760B521;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,1769;;;
;1760B521-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,1769;;;
;1760B522;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1760B522-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1760B522-F;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1760B523;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1760B523-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1760B523-F;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1760B524;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1760B524-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1760B524-F;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1760B532;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1760B532-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1760B559;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1760B560;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1760B560-D;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1770B330;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1770B330-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1770B333;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1770B333-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1770B333-F;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1770B517;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1770B517-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1770B518;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1770B518-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1770B519;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1770B519-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1770B520;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1770B520-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1770B520-F;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1770B521;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,1769;;;
;1770B522;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1770B522-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1770B523;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1770B523-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1770B524;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1770B524-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1770B532;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1770B534;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1780B526;3,25;1,45;0,9;0,9;;;;;;;;;;;;;;2,8;0;;;
;1780B527;3,25;1,45;0,9;0,9;;;;;;;;;;;;;;2,8;0;;;
;1780B528;3,25;1,45;0,9;0,9;;;;;;;;;;;;;;2,8;0;;;
;1780B529;3,25;1,45;0,9;0,9;;;;;;;;;;;;;;2,8;0;;;
;1780B530;3,25;1,45;0,9;0,9;;;;;;;;;;;;;;2,8;0;;;
;1780B531;3,25;1,45;0,9;0,9;;;;;;;;;;;;;;2,8;0;;;
;1790B547;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1;;;
;1790B548;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1790B549;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1790B550;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,5;;;
;1790B551;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1;;;
;1790B552;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1;;;
;1790B553;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1;;;
;1790B554;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1;;;
;1800B538;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1800B539;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1800B540;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1800B541;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1800B542;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1800B543;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1805B538;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1805B539;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1805B540;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1805B541;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1805B542;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1805B543;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1810B557;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1810B557-F;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1810B558;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1810B558-F;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1820B555;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1820B556;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1820B561;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1820B562;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1820B563;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1820B564;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1820B565;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1;;;
;1820B587;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1830B566;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1830B567;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1830B568;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1830B569;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1830B570;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1830B571;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1840B572;3,25;1,45;0,9;0,9;;;;;;;;;;;;;;0;0;;;
;1840B573;3,25;1,45;0,9;0,9;;;;;;;;;;;;;;0;0;;;
;1840B574;3,25;1,45;0,9;0,9;;;;;;;;;;;;;;0;0;;;
;1840B575;3,25;1,45;0,9;0,9;;;;;;;;;;;;;;0;0;;;
;1850B588;4,62;1,88;1,37;1,37;;;;;;;;;;;;;;0;0;;;
;1850B589;4,62;1,88;1,37;1,37;;;;;;;;;;;;;;0;0;;;
;1850B590;4,62;1,88;1,37;1,37;;;;;;;;;;;;;;0;0;;;
;1850B591;4,62;1,88;1,37;1,37;;;;;;;;;;;;;;0;0;;;
;1850B592;4,62;1,88;1,37;1,37;;;;;;;;;;;;;;0;0;;;
;1850B593;4,62;1,88;1,37;1,37;;;;;;;;;;;;;;0;0;;;
;1855B588;4,62;1,88;1,37;1,37;;;;;;;;;;;;;;0;0;;;
;1855B589;4,62;1,88;1,37;1,37;;;;;;;;;;;;;;0;0;;;
;1855B590;4,62;1,88;1,37;1,37;;;;;;;;;;;;;;0;0;;;
;1855B591;4,62;1,88;1,37;1,37;;;;;;;;;;;;;;0;0;;;
;1855B592;4,62;1,88;1,37;1,37;;;;;;;;;;;;;;0;0;;;
;1855B593;4,62;1,88;1,37;1,37;;;;;;;;;;;;;;0;0;;;
;1860B577;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1860B577-F;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1860B578;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1860B578-F;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1870B594;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1870B595;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1870B596;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1870B597;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1870B623;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1870B624;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,1769;;;
;1880B584;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1880B584-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1880B584-F;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1880B585;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1880B585-F;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1890B586;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1890B586-F;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1890B600;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1890B600-F;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1900B601;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1900B602;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1900B603;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1910B611;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1910B612;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1910B613;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1910B614;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1910B615;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1910B616;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1920B617;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0,1769;;;
;1920B618;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1920B619;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1920B620;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;195427;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;195747;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;195A129;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,6836;;;
;195A156;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;195C23;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,1769;;;
;195C24;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,2947;;;
;195C26;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,703;;;
;195C34;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;2000B437;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;2000B438;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;2000B439;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;2000B440;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;2000B442;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;2000B443;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;20105;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;2,5932;0;;;
;2010B598;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;2010B598-F;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;2010B599;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;2010B599-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;2010B599-F;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;20543;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;2,5932;0;;;
;260041;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;260042;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0,1769;;;
;260404;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;260416;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;260676;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;260677;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;1,6503;;;
;260745;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;1,1198;;;
;260824;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;260A444;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;2,2985;;;
;260A728;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;260A731;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;1,4145;;;
;260A732;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;1,4145;;;
;260A733;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;2,5579;;;
;261745;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;261C16;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;261C17;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0,943;;;
;270A24;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;270A34;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;280A67;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,2967;;;
;305B07;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,943;;;
;36317;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;2,5932;0;;;
;390427;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;390953;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;390959;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;390962;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;390964;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;425833;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;425A135;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,9449;;;
;425A136;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,9449;;;
;425A139;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,7662;;;
;460306;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;460316;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;460326;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;460373;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;460388;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;460857;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;460B50;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;5007;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;2,5932;0;;;
;5010;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;2,5932;0;;;
;50123;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;50321;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;5034;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;2,5932;0;;;
;5059;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;3,2994;0;;;
;50775;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;5084;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;2,5932;0;;;
;5143;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;2,5932;0;;;
;530A139;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;530C03;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,7426;;;
;545B42;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,6836;;;
;545B43;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;545B45;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,0373;;;
;545B46;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,6836;;;
;554A491;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;554A493;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;554A495;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;554A497;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;555A491;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,1296;;;
;555A492;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,5324;;;
;555A493;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;555A494;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;555A495;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;555A496;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,5069;;;
;555A497;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;555A498;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;555A667;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,5088;;;
;555A668;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,7073;;;
;560B52;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;570A598;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,5324;;;
;570B58;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,4145;;;
;570B59;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;570B61;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,2358;;;
;570B93;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;580869;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;580A143;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,6385;;;
;580A144;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;580A144PIG;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;580A261;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;580A361;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;580A547;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;580A548;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;580A582;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;580A583;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;580A584;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,2358;;;
;580A587;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;580A781;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;580A781PIG;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;580B234;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;580B40;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;580B53;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;580B54;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;580B55;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,5088;;;
;580B57;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;580B66;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;580B71;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;580B72;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,2358;;;
;580B73;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,703;;;
;580D02;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;581869;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;581A144;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;581A547;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;581A548;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;581A548-D;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;581A582;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;581A582-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;581A583;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;581A583-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;581A584;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;581A587;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;581B40;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;581B53;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;581B54;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;600C83;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;600C99;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;600D01;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;600D02;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;601C98;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;601C99;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;601C99-A;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;601C99-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;601C99-C;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;601C99-D;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;601C99-E;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;601D01;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;601D01-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;601D01-C;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;601D01-D;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;601D01-E;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;610042;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;610A151;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;610A152;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;610A442;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;610A443;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;2,2985;;;
;610A553;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;2,5579;;;
;610A724;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;1,4145;;;
;610A725;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;610A726;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;2,3221;;;
;610A727;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0,943;;;
;610A729;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;610A730;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;610A731;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;1,4145;;;
;610A733;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;2,5579;;;
;610A990;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0,8251;;;
;610B260;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;610B261;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;610B515;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;610B516;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;610B580;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0,8;;;
;610B581;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;610B625;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;610B626;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;610D04;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0,7426;;;
;610D05;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;1,5796;;;
;610D06;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0,5894;;;
;610D07;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;610D08;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;610D10;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;620C52;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,4145;;;
;620C52GIG;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;62208;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;62249;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;62271;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;62321;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
