10;MODELO;PESPONTO;PESP.;COLADEIRA;COLADEIRA;;;;;;;;;;;;;;COSTURA;TRISSE;;;
;1302B215;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1303A876;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1303A914;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1303A915;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1303A916;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1303A917;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1303A918;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1310B124;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1315B125;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1320B161;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1320B162;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;2,8054;;;
;1320B163;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1320B164;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;1,1787;;;
;1320B165;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,2358;;;
;1320B166;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1320B166GIG;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1320B167;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1320B168;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1320B242;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;1,08;;;
;1320B243;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1320B244;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0,2358;;;
;1320B245;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1320B358;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1320B424;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1320B425;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1320B426;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1320B427;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1320B485;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1320B486;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1320B487;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1320B488;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1320B610;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1330A927;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1330A928;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,2967;;;
;1330A929;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1330A930;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1330A931;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1330A932;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1330A933;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1330A934;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1330A935;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1330A936;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1330A937;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1330A938;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1340A499;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1340A500;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1340A502;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1340A503;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1340A646;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1340A851;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,943;;;
;1340A852;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1340A853;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1340A922;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1340A923;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1340A924;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1340A925;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1340A926;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1350A891;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1350A892;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1350A893;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,5324;;;
;1350A894;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1350A895;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1350A896;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1350A897;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,4145;;;
;1350A898;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1350A900;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1350A939;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,1769;;;
;1350A940;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,1769;;;
;1350A944;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,1769;;;
;1350A945;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,1769;;;
;1350B123;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1350B221;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1350B222;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,1769;;;
;1350B525;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,1769;;;
;1350B537;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1360A942;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1360A949;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1360A950;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,1769;;;
;1360A951;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1360A952;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,7073;;;
;1360A953;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,7073;;;
;1360A954;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1360A992;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,7073;;;
;1370A887;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1370A889;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,943;;;
;1370A890;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1370A941;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1370A942;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,7073;;;
;1370A943;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,1769;;;
;1370A991;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1370B265;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,9837;;;
;1380A883;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1380A884;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1380A885;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,5324;;;
;1380A886;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1380A887;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1380A888;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1380A919;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1380A920;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1380A921;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1380A956;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,1769;;;
;1380A957;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,1769;;;
;1380A958;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,1769;;;
;1380A959;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,1769;;;
;1380B264;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1380B435;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1380B436;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1380B489;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1380B490;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1390A911;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1390A912;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,943;;;
;1390A913;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,7681;;;
;1390A946;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1390A947;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1390A955;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,8251;;;
;1390A960;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1390A972;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1391A911;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1391A912;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1391A946;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1391A947;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1391A960;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;2,9469;;;
;1391A961;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;4,4203;;;
;1391A965;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1391A966;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;2,3576;;;
;1391A967;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;2,9403;;;
;1391A968;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1391B211;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1391B216;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;4,1256;;;
;1391B250;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;3,0268;;;
;1391B251;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1391B268;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;3,7835;;;
;1391B295;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0,2358;;;
;1391B298;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1391B299;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,1769;;;
;1391B300;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0,6486;;;
;1391B301;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0,2358;;;
;1391B416;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;2;;;
;1391B417;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;3,2;;;
;1391B476;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1391B478;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1391B480;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1391B491;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1391B492;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,5;;;
;1391B493;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1391B494;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;3,5;;;
;1392A911;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1392A912;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1392A913;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1392A946;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1392A947;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1392A955;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1392A963;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,7681;;;
;1392A964;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,8251;;;
;1392A969;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1392A970;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,943;;;
;1392A971;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1392A972;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;140041;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;140042;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0,1769;;;
;1400A877;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,2358;;;
;1400A878;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1400A879;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;3,3005;;;
;1400A881;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,7681;;;
;1400A882;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1401A877;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,2358;;;
;1401A878;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;2,4754;;;
;1401A879;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;3,3005;;;
;1401A880;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;5,304;;;
;1401A881;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,7681;;;
;1401A882;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;5,3044;;;
;1402A877;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1402A878;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;2,4754;;;
;1402A879;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;3,3005;;;
;1402A880;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1402A881;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,7681;;;
;1402A882;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;5,3044;;;
;140403;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;140404;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;140416;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;140498;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1405B617;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0,1769;;;
;1405B618;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1405B619;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;140676;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;140677;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;140745;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;1,1198;;;
;140824;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0,943;;;
;140A153;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0,7309;;;
;140A541;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;1,5324;;;
;140A724;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;1,4145;;;
;140A726;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;140A728;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;140A729;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;140A730;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0,9194;;;
;140A732;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;140A733;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;140B209;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;140B210;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;140B517;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;140B546;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;140C13;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;140C16;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0,943;;;
;1410B169;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1410B170;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1410B171;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1410B172;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1410B173;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0,4125;;;
;1410B174;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0,1178;;;
;1410B201;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1410B221;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,1769;;;
;1410B222;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1410B252;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;1,2972;;;
;1410B253;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1410B269;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1410B283;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1410B506;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1410B507;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1410B508;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1410B509;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;1,1;;;
;141498;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1415B170;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1415B171;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1415B174;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;141745;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;1,1198;;;
;141764;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;141C16;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0,943;;;
;141C17;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1420B175;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1420B176;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0,1769;;;
;1420B177;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1420B178;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0,1769;;;
;1420B179;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1420B180;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;1,7445;;;
;1430B181;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1430B182;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1430B183;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1430B184;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1430B185;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1430B186;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0,2358;;;
;1430B202;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1430B254;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1430B255;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0,2358;;;
;1431B183-C;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1435B181;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1435B182;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1435B183;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1435B184;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1435B185;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1435B186;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0,2358;;;
;1435B202;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1440B270;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;2,162;;;
;1440B271;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;2,162;;;
;1440B272;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1440B273;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;2,162;;;
;1440B274;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1440B274-B;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1440B275;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1440B285;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0,9889;;;
;1440B286;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;2,108;;;
;1440B498;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1440B499;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;1,25;;;
;1440B500;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1440B501;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1450B189;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1450B189-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1450B189-C;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1450B189-D;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1450B189-E;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1450B190;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1450B190-C;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1450B190-D;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1450B190-E;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1450B191;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1450B191-C;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1450B191-D;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1450B191-E;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1450B192;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1450B192-B;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1450B192-C;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1450B192-D;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1450B192-E;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1450B193;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1450B193-C;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1450B193-D;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1450B193-E;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1450B194;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1450B194-C;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1450B194-D;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1450B194-E;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1450B226;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1450B226-C;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1450B226-D;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1450B228;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1450B228-C;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1450B229-C;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1450B326;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1450B391;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1450B395;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1460B276;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1460B277;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1460B277-B;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1460B278;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1460B279;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1460B280;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1460B281;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1460B313;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1460B314;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1470B292;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,1769;;;
;1475B291;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,1769;;;
;1485B295;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0,2358;;;
;1485B296;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;1,2972;;;
;1485B297;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1485B298;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0;;;
;1485B299;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,1769;;;
;1485B300;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0,6486;;;
;1485B301;3,52;1,56;0,98;0,98;;;;;;;;;;;;;;0;0,2358;;;
;1485B302;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1490A321;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1490A788;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1490A789;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1490A790;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1490A791;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1490A792;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0;;;
;1490A793;3,01;1,31;0,85;0,85;;;;;;;;;;;;;;0;0,3536;;;
